UMAP1,UMAP2,company
-0.90680707,1.1537739,Goodmancampbell
4.660662,0.1512831,ASML Taiwan 台灣艾司摩爾
-1.4734236,-3.8761415,PINKERTON | Comprehensive Risk Management
-0.22132394,3.8536954,Marina Bay Sands
1.4301757,3.3065815,Blue Origin
-21.933178,-24.306599,Jobpoint GmbH
-11.057946,-15.311301,CloudFlare Inc
-5.668095,0.43439057,tink
-3.4304116,2.8532271,VeeRteq Solutions Inc
4.8001757,-13.088778,GPC   Genuine Parts Company
-9.389757,9.367897,gaingels
-0.82402253,2.228747,Network IT
16.326975,-2.6167095,Mbe Cpas
35.430332,-0.08818173,"Bounty Fresh Food, Inc."
3.2869139,1.5422498,McKupler Inc.
25.554028,-46.32094,Lennox International
-0.9252727,1.015934,WGL Holdings
36.322456,0.36106095,EnCircle Exports India Pvt. Ltd
25.494995,-46.412903,CiraInfoTech
25.582464,-46.386787,Quipper
-6.055298,1.27874,The Ogilvy Group
4.8200445,-13.068902,710LABS
-37.639027,29.866423,Infinit-O Manila Inc.
-11.097721,-15.388709,ITExpertUS
-9.393976,9.364754,"OSI Engineering, Inc."
-21.139072,-23.902977,Quantum World Technologies Inc.
-0.37449732,4.349133,EDP
-0.35971427,5.316404,Fondazione GIMEMA - Franco Mandelli Onlus
2.9171352,0.33772567,ARDIAN
35.35254,-0.067118935,CENTER FOR INDEPENDENCE
10.238362,-5.970713,Florida Health Care Plans
-20.410831,24.388697,Massachusetts General Physicians’ Organization
0.9695493,5.614491,"IBERDROLA, S.A."
-21.782286,-24.658615,TOP Group - Japanese Recruiting Agency
1.9741701,2.4796786,"Mandarich Law Group, LLP"
8.471031,17.911186,Krisshop Pte. Ltd.
-6.761842,26.122778,Global Dominion Financing Inc.
1.4415905,2.936889,"Alexion Pharmaceuticals, Inc."
-37.598804,28.224783,"CNO Financial Group, Inc."
-2.6264284,-0.06956705,Revoco
35.316437,0.24670227,Appletech
-9.408069,9.350334,Konnecting (Pvt) Ltd
-5.3450093,0.7236205,PurposeMed
-2.2839417,2.136696,BINITNS
-2.6198025,-0.020486498,Simplex.
-6.2291985,1.4743563,mobile.de
-2.7633276,4.1952386,Store Specialist Inc.
-2.3137896,2.221373,FitchFinance & FitchData
1.4056597,3.2300024,Novaxys
1.0688894,-1.8712456,ICONSTRUYE
41.84718,-13.824875,Sysmex Europe SE
25.664673,-46.512585,Harvard Management Company
-16.971426,-2.5224817,Recrute Talents
19.001726,-24.178963,ITech Consulting Partners
1.1071296,-1.6269763,Shawmut
1.4366263,3.2686572,Caisse des Dpts et Consignations
-5.5399384,0.39735425,Tempus
-5.350326,0.9546856,Wego Pte Ltd
-2.2474408,1.9661796,FinTech LLC
-3.4313867,8.140618,Hazen and Sawyer
0.0234266,3.9366693,"Systemtec, Inc."
-6.7213454,6.4874806,Brik Partners
-6.650808,6.457354,Envu France
41.707943,-13.850464,TEAM HORIZON
35.321453,-0.0051723993,Sonitalent llc
6.416728,-5.283009,Second Harvest of Silicon Valley
-0.7603994,1.040707,Woodland Foods
-0.7334286,1.6994956,"TELUS International Philippines, Inc."
-1.162231,-2.2962065,iDeal Aluminum
36.35201,0.31525102,ASL
0.3156604,-6.4127727,CROWN DIGITAL PTE. LTD.
-8.980832,16.537447,Karen's Recruiting
-5.008862,1.0844821,Glia
1.2689886,-1.7165504,Inc Research
41.786964,-13.799072,More ideas General Trading LLC- BYJUS'S GCC
-20.519043,24.40991,engineering people
-2.3196287,2.7371824,SQL Habit
-0.03705824,4.118901,Parexel International Corporation
16.067987,0.730579,Aliaxis Italia
-37.58628,29.936506,C MARC
35.47724,0.07116579,Udaan Consultants
0.75828725,5.0494123,"IRIS Software, Inc."
25.522459,-46.402584,Fidérim
-6.1930947,1.4344177,Travash Software SolutionsRisk Resources
-21.686481,-24.477633,JVRT Solutions
-21.72507,-24.43636,GeBBS Consulting
25.527416,-46.402584,Rocket
3.5455167,-2.1365395,Higher People Careers
-1.1082997,5.0119877,Community Health Plan Of Washington
2.5501971,-5.0927773,FDJ - La Française des Jeux
1.4025311,2.3851545,Hunkemöller
-2.634486,0.42085907,ALTEN Finland
-5.923417,1.1978608,Oben Electric
35.88413,0.3105981,AdventHealth Georgia
-2.8795614,-21.36309,Mercedes-Benz Germany
-5.6911535,0.8309406,Square
1.1506677,-2.9579823,E IT
-5.777267,0.9611025,iCIMS
-2.5012493,0.38897818,"Ardmore Home Design, Inc."
6.448897,-5.340778,TribePost Ltd
35.84803,0.3158518,บริษัท ดูโฮม จำกัด (มหาชน)
35.772476,0.19498166,J&T Express
-6.1512127,6.230802,1111獵頭
-0.89469576,2.842931,Lean Tech
1.0071985,5.722664,Novalink Solutions
-0.8037692,-9.521981,Ibermatica
-0.097155795,3.9581203,JBS International
-3.3904066,7.4702754,Cerfrance
-37.601963,29.917027,Brussels Airlines
-6.584914,0.8671562,ING Group
-2.641646,2.0177457,Temus
19.671162,-23.966906,Cape Cod Community College
-3.8955164,-5.2467422,Picnic Technologies
-21.66506,-24.501099,에이치알맨파워그룹
-20.471445,24.473526,ECONOCOM INFOGERANCE ET SYSTEME - ID TOv2 #22011 - ID TOv1 #104833
0.869789,2.4937255,The Parking Spot
1.1740775,2.974034,Smith+Nephew
-21.675196,-24.597292,Omni Federal
-6.0509596,1.1706597,RAPP
1.5151672,3.3036783,Garrett Advancing Motion
35.745174,0.30154452,Cross Path Capital
3.317416,0.2297701,Rev'it! Sport International
-21.657812,-24.559814,CALIGO
-21.733818,-24.57091,IIQAF
3.2599983,0.22786367,"Dialpad, Inc."
-4.9567533,11.805692,3ECRUIT
-2.317611,2.624078,"Discovery, Inc."
-5.760348,1.0151435,"TRIAEM, LLC"
-4.694235,7.4005795,WB Business school
0.5639194,0.8114447,Sigma Suisse - Manufacture de talents
-2.7905467,4.19577,"Newparts, Inc."
1.0084115,-1.4493366,CCS Medical
0.20111138,-6.330795,Personetics
-0.39016885,1.4991906,Genus PLC
41.80252,-13.832517,MultiMind Bemanning AB
25.519835,-46.38781,ABB AB
-2.6968906,2.1425347,AGCO Corporation
-0.3025705,3.6795664,FAO
6.4512067,-5.342825,Lombard Odier Group
-9.370845,9.385274,YEGO
-3.4229543,13.926762,Clear Junction
35.503063,0.118366815,Eagle-Rocket
25.53359,-46.399895,Hanover Insurance Company
25.498518,-46.410778,Technojobs Ltd
-21.640617,-24.488186,DOCTOLIB
35.505642,0.13336183,"PPC Partners, Inc."
35.723854,0.30153438,Personal Communications Center Inc.
-4.116977,-7.5709457,Unobravo Srl
-9.399773,9.350745,IT Network Recruitment and Consulting
6.406746,-5.3260374,Pop-Up Talent
4.662989,0.1530631,Scopic
-0.22930114,1.7161098,Clinigen Group
1.2602367,1.1637139,Experis Belgium Sa
-20.481941,24.456316,MeMo²
18.507198,-24.709743,Tech Mahindra Americas Inc
1.3370571,0.5786854,Joppy
-2.8695416,-21.363287,Georgia Tek Systems
-3.066914,-0.42457464,IBEX
35.54997,0.053843167,บริษัท สิวะดลบริหารสินค้า จำกัด
-6.1056275,6.132766,Collaboration Betters The World GmbH
-4.1478167,-7.570832,Chartboost
-21.784266,-24.429045,Kadium
-2.9812639,-0.3173916,Bdo
-2.573997,4.8155074,AFFYN PTE. LTD.
-2.2473447,4.0025477,Globe Life Inc.
25.500273,-46.41248,Datomomy Solutions
25.642075,-47.398804,lastminute
-4.6760416,7.5946465,LLNL
0.687895,2.8723516,Intecon
0.25043574,-6.3590317,Tesco Magyarország
-2.8592305,2.689524,ONE ZERO BANK
-21.61559,-24.596766,Garage Labs
7.538156,-7.6472793,EU Tech Chamber
-20.476479,24.460966,Hunters Group S.r.l.
1.5363444,5.4406343,Independent Consulting Group (ICG)
-21.586325,-24.553764,Mitchell Morley
-2.2313206,2.503172,BCG RISE job portal
-2.699089,0.44547245,Western Union
3.214301,1.476779,Centennial Bank
-1.4879225,-3.8760757,Tyrolit Hydrostress AG
-37.587852,29.959589,Hunters Group
-21.637386,-24.485102,SMART Local Union No. 28
-0.63163507,1.5538161,Southern Scripts
-37.945267,28.571499,Nature & Découvertes
0.65323955,1.3543152,Olink Proteomics AB
0.9145567,5.6416283,FriendFinder Networks
35.758247,0.13653642,UGS
-1.7604187,2.635199,ClearVUE.Business
10.257941,-5.944711,Caroo
2.9508972,1.2458378,KVL - Bringing analytics to the people
3.2233884,0.29187566,Thrive IT Systems Ltd
-6.1978774,0.86749,South China Morning Post SCMP
13.90234,12.443467,"Harvard Maintenance, Inc"
-8.996797,16.548437,Blank Street
-1.0165867,-0.39571384,Devonshire Hayes
1.5004445,2.495552,OneSpaWorld LLC
0.7691641,5.066663,"Madrid, Spain"
-6.7451234,6.5396805,Star Future Solution
-21.647114,-24.485802,Shift Technology
-11.111245,-15.379633,Homeserve
7.5371976,-7.6476755,Turner & Townsend Group
1.3682218,-1.943805,Terre des hommes - Aide à l'enfance dans le monde - Fondation
-21.568438,-24.601622,Miller&;s Vanguard
-2.8553917,0.008710107,"Stride, Inc."
-1.4872477,-3.8931353,DYNE (IT Services and Consultancy)
-6.1074867,1.1904194,"MAHAJAK DEVELOPMENT CO., LTD."
-2.8848429,-21.37019,Agl Energy
41.206547,-13.8581,thyssenkrupp Presta AG
1.2441927,0.65468806,Bell Integrator
2.9375525,-1.8387927,8SEC
3.1253452,0.8510036,Expert In Recruitment Solutions
-11.099054,-15.390101,Electric Car Scheme
35.799736,0.41788766,SYNLAB Vet
1.5032431,2.944413,Gap Inc.
-0.071600445,3.9643655,Epsilon Data Management
1.2172629,3.2721994,Qatalyst Research Group Inc.
-5.585336,1.0838058,JOIN Solutions AG
-3.5848827,7.271953,gaea21
-0.66871524,1.4834793,opentext
-4.139968,-7.549864,WomenTech Network
35.93644,0.14886285,معاذ العبدالوهاب
-0.1598089,-32.79957,ManpowerGroup Malaysia
-0.37935647,3.0014832,Credit Suisse AG
-0.41304654,1.1533449,AllianceChicago
-21.683966,-24.469805,ARC
-1.037534,1.9296461,Formula Recruitment
0.33740246,3.2379417,"Global Technical Talent, an Inc. 5000 Company"
41.815174,-13.828112,Semperis
19.667336,-23.985987,HighLevel
18.503296,-24.713614,Alliant Insurance Services
-1.1509337,-2.3075824,Personnel Resources
1.7084184,0.163785,VDL ENABLING TECHNOLOGIES GROUP (SINGAPORE) PTE. LTD.
-9.401179,9.355101,Eni Gas & Power France
-0.8048931,-9.5202,Garmin
-0.1368949,-32.77667,JLG Industries Inc
-0.9955475,2.8034441,Professional Diversity Network
3.4035032,-1.6900401,J&T Recruitment
5.088971,-4.537513,Carglass
-0.62066126,2.816933,Emprego MX C2
-1.4706758,-3.8747475,"Plume Design, Inc"
16.310772,-2.6486683,Fresenius Kabi
-37.560238,29.937939,WILD CODE SCHOOL
2.8846872,3.0035765,Orange Services
-8.993528,16.543165,Klinik Pintar
-3.3298821,5.1988482,Barnett Waddingham
25.506304,-46.400852,Proper Cloth
4.821162,-13.067428,CRICO
0.6803289,2.829997,NEXON
-0.22172321,4.1823153,Heluna Health
-20.457354,24.442472,Irubis Gmbh
1.434461,2.4794054,Phillip Securities Pte Ltd
1.4645075,2.5036438,Adams Multilingual Recruitment
25.514435,-46.392002,Digital Outsource Services
-2.7203743,-20.970196,CAPSBOLD LTD
-4.059818,-4.793796,CAKE PTE. LTD.
16.308943,-2.6489959,Innovatia Inc.
-2.871663,-21.35699,UNIDOSA
36.177135,0.32494378,MedTriX GmbH
35.846497,0.33053663,Click Consult
0.79756963,5.126342,Arch Global Services (Philippines) Inc.
3.739282,0.19638409,US Tool Group
-3.7854147,-5.2125354,Cathay Pacific
25.502964,-46.38716,PaymentGenes
2.8347719,2.9741788,Ably Resources Ltd
1.3435218,6.3092933,Precision Recruitment
-6.753715,6.547567,Dot & Key Skincare
-6.911518,26.412643,eXperts
15.409735,-2.8422847,"eHarley Street, Hinckley"
-21.66961,-24.47364,"Ishpi Information Technologies, Inc"
-1.0437912,0.50017756,Elite Staffing Solutions
0.38417357,2.902803,Hapag-Lloyd AG
3.6460836,0.14576691,A. Loacker SpaAG
-4.989411,11.841916,Home Instead
-0.15156563,-32.78329,schauinsland-reisen gmbh
-21.587252,-24.536137,YM Global Technologies Pte Ltd
-16.954077,-2.5235481,VA Platinum | Outsourcing Experts
41.816605,-13.824823,The Staffing Group
8.163744,0.9508365,Rumos Consulting
-5.8729935,1.158284,Lanūs Tech
-0.8351852,1.347723,Delta Group IT Solutions
-37.556778,29.93727,Integral Ad Science
-2.706081,0.25235617,TEKWISSEN ®
-3.2280169,0.0650526,BetterHelp
3.163687,-1.6454303,The Johns Hopkins University Applied Physics Laboratory
-0.37592578,1.5772552,Programmer Resources Intl Inc.
1.0376234,5.760705,Zebra Technologies Corporation
41.810863,-13.831123,groupebernard
7.5387273,-7.645561,Hill's Pet Nutrition
-1.3889407,1.4954147,UrbanitesllcLLC
-4.11855,-7.586829,Contracts IT recruitment consulting
-20.365807,24.343407,Crossover
18.504316,-24.712486,POLO Motorrad und Sportswear GmbH
35.918983,0.10349785,Synergistic Systems Inc (dba SynergisticIT)
-0.4513391,4.4991055,coverity
-11.092179,-15.397582,Reebelo
-0.1635843,-32.80872,Utac Headquarters Pte. Ltd.
36.14515,0.3053139,Holmes Murphy
1.4748304,-1.4686731,360 Resourcing Solutions
-2.7833173,1.8917731,Tikehau Capital
-0.09002257,3.908421,Leading Edge Administrators LLC
-1.4706799,-3.8750572,flydubai
-2.5901637,-0.1262081,Protelimp
-4.711847,3.5541692,metacrew service GmbH
-2.7604797,2.7072089,OnebyZero Pte Ltd.
-2.8063755,4.1971297,KPMG Thailand
0.8379174,5.222456,EnLink Midstream
35.81256,0.41539177,Cheil MEA
-0.999351,0.6086398,Q ENERGY
0.8452737,-0.8881368,dyvenia
0.93587583,-2.0804572,Ville de Laval
11.41429,-10.302781,"Gardenia Bakeries (Phils.), Inc."
2.572974,-5.0737953,MTN-Uganda
1.2722998,2.8429406,Dominion Energy
25.516796,-46.397736,‎ConnectWise
35.682083,0.25055355,Dynatron Software
6.345249,-1.7823412,Oliver Sanderson Ltd
3.5313213,-2.126547,HRS Bulgaria
36.094997,0.39738396,Optimised
19.693464,-23.991758,Abarca Health
4.8118978,-13.076683,EL PROYECTO DEL BARRIO
-0.18409239,3.973982,Tenerity Philippines Corp.
0.8355763,-0.88881475,Data Analytics Officer - dnata / The Emirates Group
-8.863414,9.602312,Raytheon
1.6585928,-2.28977,Career Renew
35.863857,0.17211933,Printful
-21.571993,-24.580423,Vruksham Talent Group
2.9183178,0.3306552,TeamPeople
-21.798393,-24.53124,Seguros Falabella Colombia
-4.5977006,3.4619038,Spectrum One
-2.575098,4.8167844,Digital Green
-2.5480337,0.3736504,EUROCITY
1.7080569,0.1676479,Innovalus
-0.33214316,0.9068628,CUBE
-1.2343354,2.5252929,AllianceBernstein
1.208998,3.3009717,Goodwill Industries of Central Florida
10.18681,-5.9219174,Intelligent Debt Management
-21.765457,-24.39668,Back4good
-8.991627,16.531843,TechBlocks
6.449929,-5.341653,Homebond Properties
-1.4675182,-3.4387176,Miratech
41.78051,-13.790973,XPO Logistics Europe
-4.049861,-4.7973766,eimagine
-2.9820967,-0.25465006,Autoliv Group
41.79633,-13.799339,Jobzem (5276775)
-5.651175,0.9165048,"Northeast Healthcare Recruitment, Inc."
3.5828338,1.3666186,Green Pace Capital
-21.532246,-24.625172,DoubleVerify
-4.095537,-4.888796,Paramount
13.8922205,12.435443,Randox
0.8248228,1.2029479,Head Resourcing Ltd
35.516064,0.15015689,NPact
-2.7950742,4.203032,RS Components
-5.58436,0.8681149,Soda
6.433603,-5.3645215,Solution Review Gaming
1.1820047,2.2527018,"Nuveen, a TIAA company"
11.090935,5.00466,Red Carrot
0.50783616,3.1690445,ISS ESG
0.77469295,5.046323,Makro
-2.57431,4.8145275,Commonwealth Bank
-0.3629901,5.1707654,Credit Agricole Consumer Finance
18.492214,-24.724546,Teknei
7.5360794,-7.6476398,WSP in Canada
-21.625572,-24.5782,Sasfin Holdings Limited
36.162613,0.31076282,Monster Energy Company
1.3909633,6.333458,System Technique
1.3864864,3.3234398,Sustainability Data Analyst (Benchmarking and ESG Reporting)
-2.7904952,4.2012954,Speedy Support Services Ltd
6.3306026,-1.7984104,Mastech Inc.
-5.3699875,0.7239707,Rocketship Financial Corporation
-5.5423503,0.61135966,Vinted group.
-6.9148545,26.420496,Erre Quadro S.r.l.
1.4481018,3.2240138,Deutsche Telekom Services Europe - Czech Republic
-3.5711787,7.2889194,Groupe A2micile - Azaé & Domaliance
-6.22307,0.8528154,Bauhaus
-0.7938156,4.3256288,VILLADIM
13.917181,12.45804,STAND8
-5.318115,1.1282359,Tismart
35.944057,0.11962559,ProVest
-4.1551476,-7.579758,Partnerize
25.515455,-46.395985,Integral-Talent
-0.30154786,4.141147,Horizon Therapeutics
35.50112,0.04708573,SUNRISE NATURALS PRIVATE LIMITED
-6.262301,6.112632,Ateca Consulting
-37.522366,29.985598,"Sub-Zero, Inc."
0.4313074,2.7246614,ITConnectUS
-5.9367504,1.2081355,Indicle
-0.25267476,3.9616737,Community Bank of the Bay
-0.39797089,4.9407306,Die Techniker
35.544834,0.001355131,Hire Options
35.48564,0.14484733,Canada Post Corporation
1.133602,-1.3986135,Status Pro
-5.25762,0.8588354,Letsgetchecked
0.23569107,-6.369545,"Сільпо, мережа супермаркетів"
35.46354,0.06358732,Nixor Resource Ltd
25.523273,-46.392277,Fiverr
-21.774029,-24.58187,RH Vision
-2.6599853,0.24528868,Bright Data
1.0743114,-1.8368673,Artsen zonder Grenzen
-20.460363,24.471735,SKN IS
-0.83731544,1.5424038,"Paramount Software Solutions, Inc"
-2.60126,-0.014957464,PJT Partners
4.8031454,-13.084658,GWG Recruitment
1.7090025,0.15996474,COWRKS
35.83567,0.41639888,Астреа Рикрутмънт ЕООД
-20.473385,24.461363,Nvidia
-37.529034,29.91709,Knightsbridgesolutionsus
5.5396886,0.117988884,Wales Medicines Strategy Group
2.5609653,-5.087194,"Laboratório Edol - Produtos Farmacêuticos, S.A."
36.212666,0.2817616,Acenda Integrated Health
5.5443,0.11196499,MetroPlus
-37.52793,29.968523,TravelX
-2.7977812,4.1917324,Avansel Recruitment - HR Consultancy in UK
-21.646431,-24.616457,Expedite Solutions
36.19763,0.3613428,Archway Recruitment
-6.740312,6.5287814,ShineOn.com
16.320467,-2.6396203,Visiting Nurse Association of Central Jersey
-5.480214,0.7415314,monday.com
1.9273133,3.322779,SEVERN TRENT
-37.593513,29.97875,Finansministeriet
1.4785446,5.4277544,PROXIMA BETA PTE. LIMITED
4.6562037,0.15051901,Huskee
-1.051135,0.48874116,"TSI - Transworld System, Inc"
0.9620244,-1.9584455,COSMO CONSULT
16.309322,-2.6583536,Benefitfocus
0.986485,0.9604688,DOLCE&GABBANA
35.52024,0.04016849,Invoke Staffing
16.312674,-2.6427815,STIER SUPPLY COMPANY
7.5383263,-7.646316,NSK
1.4459686,2.4166577,Lex Consultancy Ltd
35.724163,0.30978477,Citation
-16.799131,-2.7087357,Yoshops Live Class
-8.973327,16.52122,The Retail Performance Company
19.69615,-23.961023,SquareTrade
-1.1852754,1.5790442,Consulting eSoluzion
1.4039903,-1.7057236,SHV Holdings
18.504425,-24.713505,National Institute of Standards and Technology (NIST)
1.4820518,5.3954268,Plan International
-0.38558325,2.0422432,"The Computer Merchant, LTD (TCM)"
-4.123895,-7.607882,TECHNODOM Operator (Технодом Оператор)
-2.7684982,2.6783495,"TrueData Solutions, Inc."
11.177212,4.9136996,One Eighty Collective
-1.0066891,0.8083732,Assetmark
-6.7717934,6.56478,BillEase
1.6246129,2.4702075,VOZIQ AI
-2.1847286,2.5295618,ABC MARKETING
1.4511139,3.275036,BRIGHTERBOX
1.6773335,0.19599432,"GRIFOLS, S.A."
0.6192991,4.8887696,Cloud and Things Inc
3.1407,-1.5462037,drastyc
-4.8306346,6.0228558,Ipg Mediabrands
1.1324335,-2.7573109,NETCONOMY GmbH
-0.16054897,-32.77844,BCA Expertise
-0.67257464,3.2136054,TekwissenGroup
-5.812866,0.8765281,Trendyol Group
-2.9001145,-21.384682,Sup De Vinci Nantes
-2.5918498,0.36993796,DecideOm   Expert Data
11.169912,4.927921,"San Miguel Integrated Logistics Services, Inc."
1.183655,5.588658,Axle Informatics
10.222743,-5.9086313,Exact
-10.999131,-15.427113,UNOPS
-0.9957987,-0.3780707,Spark Technologies
-9.152809,9.423705,Michael Page International Italia S.r.l.
-5.3854475,0.9725325,Frasers Group
-0.49770004,1.4879771,Aguirre Newman
-0.25367567,2.7431421,S&P Global
-4.0512576,-4.9758153,Salt Digital Recruitment
-1.0925614,1.5999061,Totum Talent
36.11379,0.39804396,Mundipharma
-0.9292871,4.5309978,"ASI Government, Inc."
41.18033,-13.836963,Grupo Sancho
-4.961277,11.818574,Nuverse Pte. Ltd.
6.4382987,-5.3228483,MIND STRETCHER EDUCATION PTE. LTD.
16.330385,-2.6496089,Openjobmetis S.p.A.
-21.747877,-24.573265,Webhead
18.99877,-24.22511,Globe Life Family Heritage Division
-0.8733514,1.2419174,Lehigh Valley Health Network
-0.1464647,4.038486,FAB-Group
-1.0229728,-0.37943035,Headhunters (Head Office)
-2.7551858,0.17830636,Engage3 powered by Dexi
-2.9517717,-0.23187986,Upshoot
-8.988017,16.526358,Frost & Sullivan
1.4818234,5.383596,SW Research Agencja Badań Rynku i Opinii
-21.573528,-24.585758,Rocketsourcers
35.804306,0.3900908,A Select UK limited
10.257401,-5.9463024,BRIDGE Housing
-4.0439444,-4.8019333,Publishing Factory SA
-2.8883739,-21.37872,M & J Solutions Provider Inc.
-16.924114,-2.5712624,Criterium
-3.2021668,0.03862981,Emet Digital®
3.518118,-2.1141174,CCR Reverse Logistics Group
-4.032325,-4.814302,Docyt Inc.
-9.01143,16.566772,JULIAN GREY CORPORATE ADVISORY PTE. LTD.
-37.58952,29.91055,Acubed
-0.8038995,2.0526297,Syneos Health Clinical
1.1238289,6.1130776,RYSE Supplements
-3.1025434,4.555883,Prime folios private limited
-21.510492,-24.599152,Transport for Greater Manchester
-21.58783,-24.657522,SARP VEOLIA
-0.15184356,2.1317308,Energy Jobline
1.052848,2.4694457,SMRT Corporation
1.2684005,-1.7370398,The State Of Queensland
-0.28034413,0.89680845,V4 Company
13.890433,12.434873,TMD Friction Romania
-1.1657033,-2.3326576,eTeam UK
1.0056841,-1.4510977,Lufthansa Global Business Services
-37.56997,29.934986,Mcreif
1.973227,2.5085537,Populus Financial Group
-6.9307885,26.429253,C2C Tech Hub
25.519392,-46.41412,OneHope
-4.0444245,-4.785083,Blueground Co
-0.29934683,0.90941125,PSM COMPANY
35.436188,0.03185965,Holiday Factory Tour Package Inc.
35.956356,0.120255284,Performance Foodservice
1.1627582,-1.6340772,Demant Polska
18.978195,-24.241564,Brightwater Recruitment Specialists
25.518599,-46.41095,TALEXIM
-4.0518646,-4.796307,Cheef Holdings
10.033695,-5.694267,TMX Finance
1.2802892,1.1588868,BayWa r.e. Solar Systems Corporation
-1.0004243,1.8847342,Webologix Ltd/ INC
4.804337,-13.084187,ไอ แพสชั่น จำกัด
-0.85019916,1.8940815,Emprego CL C2
-20.469212,24.455065,Connectome
13.949516,12.393535,Casino Time
1.32176,5.2916474,Thence
-1.0620167,3.3634763,Bayer
-5.3481317,1.0219405,AUTO1 Group
3.5659459,1.3837364,"Riot Platforms, Inc."
25.538698,-46.420948,Aqua Talent Consulting
-5.6878724,1.1363709,Face the Future
-3.41222,2.8367887,Landa
-0.75684565,1.6600397,"Tech Army, LLC"
35.906788,0.08378229,"Knight Frank Chartered (Thailand) Co., Ltd."
1.1476336,6.112977,Hope Talents
-1.2868649,2.5483687,"Infinity Consulting, LLC"
35.424595,0.05776406,REC SRL
-1.9035668,2.7150185,Mercedes-Benz AG
-0.34263065,1.2000537,S.i. Systems
3.1653788,-1.5675602,funda
-3.0951753,4.578661,evolv consulting
16.277803,-2.6210413,PATH (People Assisting The Homeless)
41.77853,-13.854714,Inalfa Roof Systems
-37.617794,29.879179,Solbeg
0.89169514,1.0730528,Geser Best
1.1857661,0.46278274,AICPA
35.848625,0.4195825,GDT - General DataTech
-0.97013235,0.8407633,Elite Staffing
25.550997,-46.36673,KultureHire
35.89609,0.16450511,"Food Finders Food Bank, Inc."
-21.698,-24.446442,Social You
-9.388761,9.375592,ConCardis GmbH
41.83138,-13.844579,CITEO
-1.0922095,4.8607607,Tata Steel in Europa
-21.575201,-24.639078,Paul Wurth Group
3.285941,-0.7896906,Convera
-2.378073,2.362025,ENGIE Information et Technologies S.A.
-8.939011,16.492544,Banco de Crédito e Inversiones
-3.0810745,2.6618183,Quantiphi
-6.163673,0.839607,dé VakantieDiscounter
0.962445,2.4860523,JCDecaux Group
-3.206559,0.13608885,Thrive Causemetics
-2.789322,0.21180639,Pecan AI
-3.5775456,7.2791886,Zespri International
-3.062897,-0.42607254,Helium 10
8.4353485,17.875366,Sql Habit
18.508455,-24.710676,Aspire Digital Credit Card
-3.4230168,13.926035,Organización Carvajal
11.428941,-10.317467,One Mount
-11.115946,-15.411397,Nobul Resourcing Solutions
35.882767,0.38870725,Business Edge Personnel Services Pte Ltd
-8.968332,16.543547,Univest Financial Corporation
-0.78321666,4.5051208,Frontline Research Group
35.423973,0.045052838,Quaerito Qualitas Inc.
-0.34487343,0.84601516,Alenia Consulting
1.3206067,2.9208136,onetowin cvba
-11.091017,-15.392764,Peoplebank HK
-21.667828,-24.582243,Fred Recruitment Pte Ltd
0.69532436,2.8450365,Fjuri
1.179899,6.051789,Chicago Public Schools - Cps
13.939357,12.398706,"Falcona Management & Technology, LLC"
1.1992003,-3.3699756,Million Dollar Round Table
35.84218,0.30381638,CCBS
-37.534935,29.904873,ContentKing Czech Republic s.r.o.
-2.5667467,2.0471764,ON Data Staffing
-5.590774,1.0902685,emagine Consulting
35.457283,0.13054414,Steris Corporation
-0.11419016,3.9526432,Flow Talent Abu Dhabi Emirate
-0.61300945,3.4551637,TEKsystems c/o Allegis Group
-6.0583234,1.2998992,Cresset
35.884354,0.09720002,Cirsa Gaming Corporation
-0.71616685,4.379529,University of Texas at Arlington
-37.52914,29.966486,Iaeste Czech Republic
16.310003,-2.6443017,Assa Abloy Occidente
-0.6534428,3.3367982,Jobs for Humanity
10.246094,-5.925398,Global Technology Solutions
1.0956603,-2.3835235,"Nordcloud, an IBM Company"
1.0492936,2.4928873,Sevovo-it
-0.8049483,-9.521282,Med-Metrix
-37.553806,29.948748,Agensi Pekerjaan Nixan Mega (M) Sdn Bhd
-2.2679355,2.2320864,DeutschlandCard GmbH
0.24858804,-6.358669,CH Revenue Management Solutions
2.883254,-1.7382194,Emcor Uk
-1.4857652,-3.8901916,Pulse Pharmaceuticals
0.7990188,2.64361,Cypress HCM
36.238678,0.35001314,Pertemps Birmingham Commercial
-2.9731195,-0.22596538,Asheville Cottages
-4.707528,3.54985,Infotek Consulting Services Inc.
-0.13564008,-32.809387,Soltrak S.A
-8.962634,16.51254,Upstream Security
1.2495975,-1.7079855,GROUPE ADP
1.0893784,5.118323,Deall Jobs (YC W22)
0.9876937,-1.3764639,Lufthansa Group
0.7423159,3.170305,Informa Group PLC.
1.2047791,-3.390068,DHU Healthcare
-1.0544095,1.5802567,WellsFargo.com
8.441781,17.881893,TELUS International AI Inc .
-2.8347974,0.016807465,Labster
-20.452438,24.437422,Envision Digital
-6.620945,0.8474062,KiwiCo Inc
2.506452,-5.1012917,Next Step Systems – Recruiters for Information Technology Jobs
35.474323,0.16092798,Napoleon Sports & Casino
-0.1638358,-32.822926,JOB LINK MARSEILLE TERTIAIRE
-1.0520507,1.9211425,International SOS
-2.8272476,1.9851675,Kadel Labs
-1.4820869,5.9568377,Omega3C s.r.l.
3.338504,0.23878999,Whitney Young Health Center
